Subject,Title,Content
IT_과학,소니코리아 수제작 이어폰 저스트 이어 출시, 소니코리아가 사용자의 귀 모양을 분석해 맞춤형 디자인으로 제작해주는 이어폰 저스트 이어를 출시한다고 16일 밝혔다  저스트 이어는 개개인의 귀 모양에 맞는 맞춤형 제작을 통해 편안한 착용감을 제공하면서 완성도 높은 소리를 제공하는 점이 특징이다 깊은 저음과 선명한 중고음을 위해 하이브리드 음향 구조를 적용했다  제품 구매를 원하는 고객은 저스트 이어 전문점을 방문해 자신의 취향에 맞는 음향을 선택하고 귀 모양에 맞는 맞춤형 제작을 위한 자신의 귓본을 뜨게 된다 귓본은 오티콘 코리아의 전문 청각사가 제작한다 완성된 귓본은 일본의 저스트 이어 전담 장인에게 전달해 수작업을 통해 세상에 하나뿐인 이어폰으로 탄생하게 된다  저스트 이어는 오는 18일 정식 출시되며 가격은 239만원이다 주문 후 약 8주12주의 제작 기간이 소요된다 저스트 이어 전문점은 소니스토어 압구정 세예라자드 이어폰샵 사운드스토어 등 총 4곳이다
IT_과학,에스원위워크 스마트 워크플레이스 구축 맞손,에스원이 글로벌 사무공간 임대기업인 위워크와 손잡고 똑똑한 사무실 만들기에 나섰다  에스원은 위워크와 스마트 워크플레이스 솔루션 업무협약을 체결했다고 13일 밝혔다 스마트 워크플레이스는 직원들간 원활한 의사소통과 네트워크 형성을 통해 협업이 가능한 탄력적인 사무공간을 제공한다 위워크 종로타워에서 개최된 이번 행사에는  에스원 be사업부 전무 매튜 샴파인 위워크 코리아 대표 고운 위워크 코리아이사 위워크 뉴욕 본사의 그랜트 맥그래일 글로벌 엔터프라이즈 총괄이 참석했다  이번 업무협약을 통해 에스원과 위워크는 기존 오피스 공간의 거점 확대와 위워크 스마트 워크플레이스 솔루션 사업인 파워드 바이 위 에 상호 협력키로 했다 2017년 위워크가 론칭한 파워드 바이 위 서비스는 업무 효율을 높이고 직원들간의 협업과 교류를 도모하는 다면적인 서비스다 유연하고 탄력적인 사무공간의 설계부터 관리운영까지 제공할 수 있다   에스원은 대기업 공공기관 등 대형 고객 관리 노하우를 바탕으로 한 건물관리 역량 및 첨단 보안 기술을 위워크는 최적화된 업무공간 구축 경험에 기반한 공간 디자인 및 운영 컨설팅 노하우를 적용한다 이 밖에도 에스원은 전문가들이 제공하는 부동산 종합서비스와 보안 상품을 위워크가 운영하는 지점에 적용할 계획이다  이를 통해 에스원은 기존 건물 관리 사업에 공간 솔루션 역량을 더해 기업의 스마트 워크플레이스 구축에 관한 원스톱 서비스를 제공할 수 있게 됐다 또 위워크는 에스원의 부동산관리 및 보안 노하우와 국내 네트워크를 활용해 파워드 바이 위의 탄탄한 국내 진출 및 확대 기반을 마련할 수 있게 됐다  위워크는 전 세계 크리에이터들에게 공간 커뮤니티 서비스를 제공하는 글로벌 플랫폼으로 현재 전 세계 23개 국가 77개 이상 도시에 287개 지점을 두고 있다 한국에서는 약 2년 전인 2016년 8월 진출한 이래 현재까지 총 10개의 위워크 지점을 운영하고 있다   에스원 be사업부 전무는 이번 협약은 업무 공간의 새로운 패러다임을 만드는 계기가 될 것이라며 스마트 워크플레이스 구축 및 운영을 통해 4차 산업혁명과 외부 변화에 유연하게 대응할 수 있는 업무 공간 구축에 앞장서겠다고 밝혔다  매튜 샴파인 위워크 코리아 대표는 에스원과의 파트너십을 통해 파워드 바이 위 서비스를 본격화할 수 있게 됐다며 앞으로도 위워크는 글로벌 플랫폼으로서 보다 많은 대의 크리에이터들이 위워크를 통해 업무환경 및 삶의 변화를 경험할 수 있도록 최선을 다할 것이라고 밝혔다 
IT_과학,ms 게임 스트리밍 프로젝트 x클라우드 발표,  마이크로소프트가 게임의 미래에 대한 비전을 담은 프로젝트 x클라우드를 발표했다고 19일 밝혔다   프로젝트 x클라우드는 게임 스트리밍 기술이다 특정 기기에 한정되지 않고 게임을 즐길 수 있도록 해 사용자가 온전히 게임을 경험할 수 있도록 하는 것이 목표다 최종적으로는 모든 사용자에게 기기 상관없이 질 높은 게임 경험을 제공하는 데 있다   이를 위해 ms는 개발자들이 게임 콘텐츠를 프로젝트 x클라우드를 통해 가장 쉽고 편하게 구현할 수 있도록 준비하고 있다 또 휴대전화 태블릿 등 다양한 기기에서 게임을 조작할 수 있도록 테스트 및 새로운 터치 방식도 개발 중이다  내년에는 공개시범 서비스를 진행한다 이를 통해 지역에 따라 달라지는 규모와 범위를 검토해 프로젝트를 완성해 간다는 계획이다  ms 관계자는 클라우드 게임 스트리밍은 다각적이고 복잡한 도전 과제지만 사용자에게는 최상의 혜택이 될 것이라고 밝혔다
IT_과학,아이폰 xs 한국 출시 언제 12차 출시국서 제외, 한국이 애플의 신형 아이폰 1 2차 출시 예정 국가에 포함되지 않았다 따라서 빨라야 12월 이후에나 제품 구매가 가능할 전망이다  12일 애플은 미국 캘리포니아주 쿠퍼티노 애플 캠퍼스내 스티브잡스 극장에서 선보인 새로운 아이폰은 오는 21일 미국과 중국 일본 캐나다 등을 포함한 31개국에 출시된다  아이폰 xsxs 맥스는 오는 14일 사전 예약을 받고 21일 정식 출시한다 아이폰 xr은 10월 16일 사전예약을 시작하고 10월 26일 출시한다 2차 출시는 예정일은 28일이다  한국은 이번에도 1차 출시는 물론 2차 출시국가에서도 빠져있다 그동안 애플은 한국을 34차 출시국으로 분류해왔다 이 경우 출시가 12개월 지연되는 점을 고려하면 아이폰 xs 국내 출시는 12월 중 이뤄질 것으로 보인다  아이폰 xs 시리즈와 함께 공개된 아이폰 xr은 아이폰 xs 보다 출시 일정이 한달 정도 느리다 따라서 아이폰 xr은 올해내 국내 출시되지 않을 가능성도 제기된다 지난해 출시한 아이폰 x은 아이폰 5s에 이어 이례적으로 2차 출시국에 한국이 포함됐다  1차 출시국가 중 아시아 국가는 중국 홍콩 일본 싱가포르 타이완이 포함됐고 2차 출시국가에는 인도가 들어가 있다  한국은 일부 아시아 국가보다 아이폰 판매량이 더 많은 시장임에도 불구하고 1차 및 2차 출시국가에서 빠지는 것이 해마다 반복되고 있다  한편 애플이 이날 공개한 아이폰 xs는 58인치 슈퍼레티나 디스플레이 아이폰 xs 맥스는 65인치 슈퍼레티나 디스플레이를 탑재했다 모두 oled 디스플레이다 이 제품은 더 강력해진 a12 바이오닉 칩과 개선된 카메라 성능을 갖췄다 함께 공개된 아이폰 xr은 보급형 제품으로 61인치 lcd 디스플레이와 싱글 카메라를 갖추고 있다
IT_과학,후지필름 작지만 강력한 미러리스 xt100 출시, 후지필름 일렉트로닉 이미징 코리아는 x 시리즈 미러리스 카메라의 신규 제품군 xt100을 출시한다고 18일 밝혔다  후지필름 xt100은 작지만 뛰어난 성능을 갖춘 미러리스 카메라다 2420만 화소의 apsc 센서를 갖췄으며 새로 개발한 알고리즘이 적용된 혼합형 af 시스템을 탑재했다  x 시리즈 최초로 수평 180도 회전이 가능한 틸트식 터치 액정을 장착해 셀피 등 다양한 각도의 사진을 촬영할 수 있다 촬영된 사진은 블루투스나 후지필름 카메라 리모트 앱을 통해 쉽고 빠르게 전송 및 공유 가능하다  xt100은 샴페인 골드를 비롯해 블랙 다크실버 등 총 3가지 색상으로 출시되며 가격은 xt100와 xc1545mm 줌렌즈 세트로 79만 9000원이다
IT_과학,팅크웨어 아이나비 프리미엄브랜드지수 6년 연속 1위,팅크웨어는 아이나비가 한국표준협회에서 주관하는 2018프리미엄브랜드지수 블랙박스 내비게이션 부문에서 6년 연속 1위에 각각 선정되었다고 20일 밝혔다  프리미엄브랜드지수는 한국표준협회와 서울대학교 경영 연구소가 공동으로 개발한 상표 가치 평가제도다 아이나비는 브랜드 인지도 사회적 책임 지도력 등에서 높은 점수를 받아 수상했다고 팅크웨어는 설명했다  아이나비는 업계 선도적인 기능을 더한 제품과 철저한 브랜드 관리로 사용자 만족도를 높이며 브랜드 인지도를 강화하고 있다 블랙박스에서는 상반기 선보인 실시간 통신 기능과 마블 협업 제품을 선보이며 시장을 선도했으며 내비게이션 부분에서는 증강현실 길안내와 adas 기능 등으로 혁신을 선보이고 있다   팅크웨어 마케팅 본부장은 아이나비 브랜드가 가진 장점을 활용해 더 철저한 소비자 분석과 연구개발로 제품과 서비스에서 항상 최고를 지향할 수 있도록 지속해서 노력할 것이라고 말했다
IT_과학,애플 아이폰 xs 시리즈 가격공개최대 198만원,애플이 아이폰 xs 시리즈를 비롯해 아이폰 xr의 판매 가격을 공개했다 200만 원을 넘길 것으로 예상되던 아이폰 xs 맥스 512gb 모델은 198만 원으로 책정됐다  애플코리아는 31일 공식 홈페이지를 통해 아이폰 xsxs 맥스아이폰 xr의 공기계 출고가를 공개했다  아이폰 공기계는 애플 공식 홈페이지와 애플스토어 가로수길 등에서 판매되는 제품으로 통신사 약정 없이 구매해 사용할 수 있는 제품이다  애플이 공개한 가격에 따르면 신형 아이폰 3종은 99만 원부터 최대 198만 원으로 책정됐다  아이폰 xs의 가격은 △64gb 모델이 137만원 △256gb 모델이 158만원 △512gb 모델이 185만원이다 아이폰 xs 맥스는 △64gb 모델이 150만원 △256gb 모델이 171만원 △512gb 모델은 198만원이다  신형 아이폰 중 가장 저렴한 아이폰 xr는 △64gb 모델이 99만원 △128gb 모델이 106만원 △256gb 모델이 120만원으로 책정됐다  그동안 애플의 판매 가격은 이동통신사보다 810만 원 정도 비싼 가격에 판매가 됐지만 이번만큼은 큰 차이가 없어 눈길을 끈다 특히 아이폰 xr 64gb 모델은 통신사와 공기계 가격이 같다  애플워치 시리즈4의 가격도 공개됐다 알루미늄 케이스를 사용하는 제품은 △40mm 49만9000원 △44mm 53만9000원이며 셀룰러를 지원하는 제품은 △40mm 61만9000원 △44mm 65만9000원이다 스테인리스 스틸 케이스를 사용하는 제품은 △40mm 84만9000원 △44mm 90만9000원이다  애플과 이동통신 3사는 다음 달 2일 아이폰 xs 시리즈 아이폰 xr 애플워치 시리즈4를 국내에 정식 출시할 예정이다
IT_과학,니콘 소비자 체험 행사 디지털 라이브 2018 개최,니콘이미징코리아가 오는 29일과 30일 양일간 서울 강남구 sc컨벤션센터에서 소비자 체험행사인 니콘 디지털 라이브 2018을 개최한다고 17일 밝혔다  니콘 디지털 라이브는 2007년부터 니콘이미징코리아가 단독 개최하는 대규모 소비자 체험행사다  올해 행사는 지난달 28일 발표한 z 시리즈를 가장 먼저 경험할 수 있는 제품 체험공간과 카메라 활용법 및 사진 촬영 기술을 배울 수 있는 전문사진 작가의 특별 강연 현장 이벤트가 상시 진행되는 니콘 스튜디오 등으로 구성됐다  제품 체험공간에서는 풀프레임 미러리스 카메라 z7z6와 dslr 카메라 d5d850 쿨픽스 p1000 등 다양한 카메라와 z 마운트f 마운트 렌즈 등을 체험할 수 있다  주 무대에서는  이전호 오중석 등 전문 사진작가들이 z 시리즈 활용법을 비롯해 풍경 패션 타임랩스 등을 주제로 강연을 하며 니콘스쿨에서는 z7의 핵심 기능을 한눈에 파악할 수 있는 제품 시연이 진행된다  니콘 스튜디오는 프로필 사진촬영이 가능한 니콘 사진관과 보관 중인 필름을 지참할 경우 고화질의 디지털 데이터로 변환해주는 디지털 필름 현상소로 꾸며진다  행사는 sc컨벤션센터 지하 1층에 있는 국제회의장에서 매일 오전 10시 30분부터 오후 6시 30분까지 열리며 누구나 무료로 관람할 수 있다
IT_과학,lg전자 하이브리드 스마트워치 w7 발표국내 곧 출시,   lg전자가 전략 스마트폰 lg v40 씽큐를 발표하면서 새로운 스마트 워치도 함께 공개했다  3일 더 버지 등 외신에 따르면 lg전자는 미국 뉴욕에서 v40 씽큐와 공개와 함께 스마트워치 w7을 선보였다  이 제품은 아날로그 시계에 구글 웨어 os가 합쳐진 혼합형 제품이다 아날로그로 표시되는 초침과 시침 뒤의 화면을 통해 각종 알림과 애플리케이션 실행 등을 할 수 있는 점이 특징이다 화면 크기는 12인치며 360x360 해상도를 갖췄다  제품을 스마트 워치로 사용하면 최대 2일 동안 사용 가능하며 화면이 꺼진 상태로 시계만 사용하면 최대 100일까지 사용할 수 있다  w7은 스냅드래곤 웨어 2100 프로세서를 탑재했으며 768mb의 램과 4gb의 내부 저장 장치를 탑재했다 ip68 등급의 방수방진도 지원한다 또 표준 22mm 시계 밴드를 채택해 사용자가 원하는 밴드로 쉽게 교체할 수 있다  이 외에 가속도계 자이로 나침반 고도계 및 기압계 등을 제공하며 gps와 심박 센서는 탑재되지 않았다  미국에서는 오는 14일부터 450달러에 판매된다 국내에서도 조만간 선보일 예정이다 lg전자는 w7의 국내 출시 일정 및 가격 등을 검토 중이라고 말했다
IT_과학,삼성전자 옵테인 메모리 탑재한 노트북5 8월 출시, 삼성전자가 인텔 옵테인 메모리를 탑재해 hdd의 사용 속도를 개선한 삼성 노트북5를 8월 출시한다고 24일 밝혔다  옵테인 메모리는 자주 쓰이는 데이터를 저장해 활용하는 캐시 메모리 기능을 제공해 hdd의 읽기 속도를 높여준다 hdd는 ssd 대비 저렴하고 용량이 큰 반면 상대적으로 느린 속도가 아쉬움으로 꼽힌다  옵테인 메모리는 이런 hdd의 느린 속도를 개선해 작업 속도는 평균 2배 부팅 속도는 최대 5배 향상시켜준다 대용량 미디어 작업은 최대 41배 빠르게 작업을 할 수가 있다  인텔 옵테인 메모리는 별도의 슬롯에 장착을 하며 최대 hdd 10tb까지 지원한다 가격도 ssd에 비해 상대적으로 저렴하다  삼성전자는 기본 8gb ddr4 메모리에 16gb 인텔 옵테인 메모리를 추가 탑재한 삼성 노트북5를 8월 말 국내와 중국에서 출시할 예정이다  삼성 노트북5는 윈도우 10 운영체제 최신 8세대 인텔 프로세서 396cm 풀hd 광시야각 디스플레이 풀사이즈 키보드 엔비디아 mx110 그래픽카드를 탑재했다
IT_과학,장소따라 자동소음억제소니 ai 노이즈캔슬링 이어폰 출시, 소니코리아가 디지털 ai 노이즈캔슬링 기술이 적용된 무선 넥밴드 이어폰 wic600n을 17일 출시했다  이 제품은 주변 상황에 따라 노이즈 캔슬링 성능을 자동 는 디지털 ai 노이즈 캔슬링이 탑재됐다 따라서  상황에 따라 소음이 자동으로 제어 된다 예컨대 이동 중에는 주변 소음이 적당히 들려 사용자 안전을 지켜주고 비행기나 지하철 등에 앉아 있을 때는 소음을 최대로 줄여준다  제품은 소형 6mm 드라이버를 적용했으며 압축 음원의 손실된 고음 영역을 복구하는 기능도 지원한다 또한 sbc aac aptx 등 다양한 블루투스 코덱을 지원해 연동되는 기기에 따라 더 좋은 소리를 전달한다  완전 충전 시 최대 6시간 30분 재생할 수 있으며 급속 충전을 지원해 15분 충전으로 최대 한 시간 이용 가능하다 이 외에도 nfc를 이용한 손쉬운 페어링 시리구글 어시스턴트 등의 음성비서 호출 기능을 갖췄다  제품은 블랙 화이트 블루 총 3가지 색상으로 19만 9000원에 판매된다
